Name,Category,Classification,Primary_action,Secondary_action1,Secondary_action2,Primary_muscle,Synergist1,Synergist2,Equipment1,Equipment2,Media,Instructions
Ab Roller,Core,Functional,Thoracic Rotation,Wrist Flexion,,Abdominals,,,Ab Roller,,,
Ab Rollout - Barbell,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Barbell,,,
Ab Rollout - Barbell - On Knees,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Barbell,,,
Advanced Kettlebell Windmill,Core,Functional,Thoracic Flexion,,,Abdominals,,,Kettlebell,,,
Air Bike,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Bridge (plank) - Front,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Bridge (plank) - Side,Core,Functional,Thoracic Flexion,,,Obliques,,,Bodyweight,,,
Cross-Body Crunch,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Crunch,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Crunch - Bosu Ball,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bosu Ball,,,
Crunch - Low Pulley,Core,Functional,Thoracic Flexion,,,Abdominals,,,Low Pulley,,,
Crunch - High Pulley - Kneeling,Core,Functional,Thoracic Flexion,,,Abdominals,,,High Pulley,,,
Crunch - Decline,Core,Functional,Thoracic Flexion,,,Abdominals,,,Decline Bench,,,
Crunch - Exercise Ball,Core,Functional,Thoracic Flexion,,,Abdominals,,,Exercise Ball,,,
Crunch - Hands Overhead,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Crunch - Legs On Exercise Ball,Core,Functional,Thoracic Flexion,,,Abdominals,,,Exercise Ball,,,
Crunch - Machine,Core,Functional,Thoracic Flexion,,,Abdominals,,,Machine,,,
Crunch - Rope,Core,Functional,Thoracic Flexion,,,Abdominals,,,High Pulley,,,
Crunch - Suitcase,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Crunch - Suspended,Core,Functional,Thoracic Flexion,,,Abdominals,,,Bodyweight,,,
Crunches - Weighted,Core,Functional,Thoracic Flexion,,,Abdominals,,,Weight Plate,,,
Dead Bug,Core,Functional,Hip Flexion,,,Abdominals,,,Bodyweight,,,
Double Kettlebell Windmill,Core,Functional,Thoracic Lateral Flexion,Thoracic Rotation,,Obliques,,,Kettlebell,,,
Dragon-Flags,Core,Functional,Thoracic Flexion,,,Abdominals,Obliques,,Bodyweight,,,
Elbow to Knee,Core,Functional,Thoracic Flexion,Hip Flexion,Thoracic Rotation,Abdominals,Obliques,,Bodyweight,,,
Jackknife Sit-Up,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
Knee/Hip Raise - Parallel Bars,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Parallel Bars,,,
Kneeling Crunch with Oblique Twists - High Pulley,Core,Functional,Thoracic Flexion,Hip Flexion,Thoracic Rotation,Abdominals,,,High Pulley,,,
Landmine 's,Core,Functional,Thoracic Flexion,,,Obliques,,,Barbell,,,
Leg Pull-In - Low Pulley,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Low Pulley,,,
Leg Pull-In - Low Pulley - Flat Bench,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Low Pulley,,,
Leg Raise - Hanging,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Pull-up Bar,,,
Leg Raise - Lying - Flat Bench,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bench,,,
Medicine Ball - Backward Throw,Core,Plyometric,Hip Extension,Thoracic Extension,,Glutes,Hamstrings,Erector Spinae,Medicine Ball,,,
Medicine Ball - Chest Pass,Core,Plyometric,Shoulder Horizontal Adduction,,,Pectorals,Triceps,,Medicine Ball,,,
Medicine Ball - Full Twist,Core,Plyometric,Thoracic Rotation,,,Obliques,Glutes,Hamstrings,Medicine Ball,,,
Medicine Ball - Rotational Throw,Core,Plyometric,Thoracic Rotation,,,Obliques,Glutes,Hamstrings,Medicine Ball,,,
Medicine Ball - Shot-put,Core,Plyometric,Thoracic Rotation,,,Deltoids,Triceps,Obliques,Medicine Ball,,,
Medicine Ball - Slam,Core,Plyometric,Thoracic Flexion,Shoulder Extension,,Abdominals,,,Medicine Ball,,,
Medicine Ball - Squat to Chest Pass,Core,Plyometric,Hip Extension,Shoulder Horizontal Adduction,,Pectorals,Glutes,Hamstrings,Medicine Ball,,,
Oblique Crunch - Low Pulley,Core,Functional,Thoracic Flexion,Thoracic Rotation,,Abdominals,,,Low Pulley,,,
Oblique Crunch - Decline,Core,Functional,Thoracic Flexion,Thoracic Rotation,,Abdominals,,,Decline Bench,,,
Oblique Crunches,Core,Functional,Thoracic Flexion,Thoracic Rotation,,Abdominals,,,Bodyweight,,,
Oblique Crunches - Floor,Core,Functional,Thoracic Flexion,Thoracic Rotation,,Abdominals,,,Bodyweight,,,
Oblique Knee Raise - Hanging,Core,Functional,Thoracic Flexion,Thoracic Rotation,,Abdominals,,,Chin-up Bar,,,
Pallof Press - Pulley,Core,Functional,Thoracic Rotation,,,Obliques,Quadratis Lomboris,,Pulley,,,
Pallof Press With Rotation - Pulley,Core,Functional,Thoracic Rotation,,,Obliques,Quadratis Lomboris,,Pulley,,,
Plate Twist,Core,Functional,Thoracic Rotation,,,Obliques,Quadratis Lomboris,,Weight Plate,,,
Pull-In - Exercise Ball,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Exercise Ball,,,
Reverse Crunch,Core,Functional,Hip Flexion,Thoracic Flexion,,Abdominals,,,Bodyweight,,,
Reverse Crunch - Low Pulley,Core,Functional,Hip Flexion,Thoracic Flexion,,Abdominals,,,Low Pulley,,,
Reverse Crunch - Decline,Core,Functional,Hip Flexion,Thoracic Flexion,,Abdominals,,,Decline Bench,,,
Reverse Crunch - Suspended,Core,Functional,Hip Flexion,Thoracic Flexion,,Abdominals,,,Bodyweight,,,
Rollout - Barbell - Bench,Core,Functional,Hip Flexion,Thoracic Flexion,,Abdominals,,,Barbell,,,
Russian Twist,Core,Functional,Thoracic Rotation,,,Obliques,Quadratis Lomboris,,Bodyweight,,,
Russian Twists - Low Pulley,Core,Functional,Thoracic Rotation,,,Obliques,Quadratis Lomboris,,Low Pulley,,,
Scissor Kick,Core,Functional,Hip Flexion,,,Abdominals,,,Bodyweight,,,
Seated Leg Tucks,Core,Functional,Hip Flexion,,,Abdominals,,,Bodyweight,,,
Seated Scissor Kick,Core,Functional,Hip Flexion,,,Abdominals,,,Bodyweight,,,
Seated Twist - Barbell,Core,Functional,Thoracic Rotation,,,Obliques,,,Barbell,,,
Side Bend - Barbell,Core,Functional,Thoracic Lateral Flexion,,,Obliques,,,Barbell,,,
Side Bend - Dumbbell,Core,Functional,Thoracic Lateral Flexion,,,Obliques,,,Dumbbell,,,
Side Bend - Medicine Ball,Core,Functional,Thoracic Lateral Flexion,,,Obliques,,,Medicine Ball,,,
Side Bends - Low Pulley - Single-Arm,Core,Functional,Thoracic Lateral Flexion,,,Obliques,,,Low Pulley,,,
Side Jackknife,Core,Functional,Thoracic Lateral Flexion,,,Obliques,,,Bodyweight,,,
Sit-Up,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
Sit-Up - Frog,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
Sit-Up - Weighted,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Weight Plate,,,
Sit-Up and Press,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
Sledgehammer Swings,Core,Functional,Thoracic Flexion,Thoracic Extension,Thoracic Lateral Flexion,Obliques,,,Sledgehammer,,,
Stability Ball Pike With Knee Tuck,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Exercise Ball,,,
Standing Crunch - Rope,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,High Pulley,,,
Suitcase Crunch - Weighted,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Dumbbell,,,
Toe Touches,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
Torso Rotation,Core,Functional,Thoracic Rotation,,,Abdominals,,,Machine,,,
Tuck Crunch,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
V-Sit,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
V-Sit - Dumbbell,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Dumbbell,,,
Wall Mountain Climber,Core,Functional,Thoracic Flexion,Hip Flexion,,Abdominals,,,Bodyweight,,,
Windmill - Kettlebell,Core,Functional,Thoracic Rotation,,,Obliques,,,Kettlebell,,,
Wood Chop - High Pulley - Half-Kneeling,Core,Functional,Thoracic Rotation,Thoracic Flexion,,Abdominals,Obliques,,High Pulley,,,
Wood Chop - Low Pulley - Half-Kneeling - Reverse,Core,Functional,Thoracic Rotation,Thoracic Flexion,,Abdominals,Obliques,,Low Pulley,,,
Wood Chop - High Pulley - Seated,Core,Functional,Thoracic Rotation,Thoracic Flexion,,Abdominals,Obliques,,High Pulley,,,
Wood Chop - Low Pulley - Seated - Reverse,Core,Functional,Thoracic Rotation,Thoracic Flexion,,Abdominals,Obliques,,Low Pulley,,,
Wood Chop - High Pulley - Standing,Core,Functional,Thoracic Rotation,Thoracic Flexion,,Abdominals,Obliques,,High Pulley,,,
Wood Chop - Low Pulley - Standing - Reverse,Core,Functional,Thoracic Rotation,Thoracic Flexion,,Abdominals,Obliques,,Low Pulley,,,
Finger Curls,Grip,Isolation,Finger Flexion,,,Finger Flexors,,,Dumbbell,,,
Plate Pinch,Grip,Isolation,Finger Flexion,,,Finger Flexors,,,Weight Plate,,,
Standing Olympic Plate Hand Squeeze,Grip,Isolation,Finger Flexion,,,Finger Flexors,,,Weight Plate,,,
Suitcase Carry - Dumbbell,Grip,Functional,Finger Flexion,,,Finger Flexors,,,Dumbbell,,,
Wrist Roller,Grip,Isolation,Wrist Extension,,,Wrist Extensors,,,Wrist Roller,,,
Airbike,Lowerbody Dynamic,Metabolic,Knee Flexion,Hip Extension,Elbow Flexion,Quadriceps,Glutes,,Airbike,,,
Bear Crawls,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glutes,Hamstrings,,Sled,,,
Bicycling,Lowerbody Dynamic,Metabolic,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bicycle,,,
"Bicycling, Stationary",Lowerbody Dynamic,Metabolic,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Stationary Bike,,,
Boxing,Lowerbody Dynamic,Metabolic,Shoulder Horizontal Adduction,Elbow Extension,,Deltoids,,,Bodyweight,,,
Burpees,Lowerbody Dynamic,Metabolic,Hip Extension,,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Butt Kicks,Lowerbody Dynamic,Metabolic,Knee Flexion,,,Hamsrtings,,,Bodyweight,,,
Elliptical Trainer,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glutes,Hamstrings,,Elliptical Trainer,,,
Jog On Spot,Lowerbody Dynamic,Metabolic,Hip Flexion,,,Calves,,,Bodyweight,,,
Jog On Spot - High Knees,Lowerbody Dynamic,Metabolic,Hip Flexion,,,Calves,,,Bodyweight,,,
Jogging,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Bodyweight,,,
Jumping Jack,Lowerbody Dynamic,Metabolic,Hip Abduction,Hip Adduction,,Calves,Deltoids,,Bodyweight,,,
Lateral Speed Step,Lowerbody Dynamic,Metabolic,Hip Abduction,,,Calves,,,Bodyweight,,,
Prowler Sprint,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Prowler,,,
Rowing,Lowerbody Dynamic,Metabolic,Knee Extension,Hip Extension,,Glute,Quadriceps,Latissimus,Row Boat,,,
"Rowing, Stationary",Lowerbody Dynamic,Metabolic,Knee Extension,Hip Extension,,Glute,Quadriceps,Latissimus,Rowing Ergo,,,
Running,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Bodyweight,,,
"Running, Treadmill",Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Treadmill,,,
Skating,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Skates,,,
Skipping - Rope,Lowerbody Dynamic,Metabolic,Ankle Plantarflexion,,,Calves,,,Skipping Rope,,,
Stairmaster,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Stairmaster,,,
Vertical Mountain Climber,Lowerbody Dynamic,Metabolic,Hip Extension,,,Glute,Hamstrings,Quadriceps,Vertical Mountain Climber,,,
Walking,Lowerbody Dynamic,Metabolic,Hip Extension,,,Hamstrings,Calves,,Bodyweight,,,
"Walking, Treadmill",Lowerbody Dynamic,Metabolic,Hip Extension,,,Hamstrings,Calves,,Treadmill,,,
Arabesque,Lowerbody Pull,Functional,Hip Extension,,,Hamstring,Glutes,Erector Spinae,Bodyweight,,,
Back Extension - 45 degree,Lowerbody Pull,Isolation,Hip Extension,Thoracic Extension,,Erector Spinae,Glutes,Hamstrings,Back Extension,,,
Back Extension - 45 degree - Single-Leg,Lowerbody Pull,Isolation,Hip Extension,Thoracic Extension,,Erector Spinae,Glutes,Hamstrings,Back Extension,,,
Back Extension - Flat,Lowerbody Pull,Isolation,Hip Extension,Thoracic Extension,,Erector Spinae,Glutes,Hamstrings,Back Extension,,,
Back Extension - Flat - Single-Leg,Lowerbody Pull,Isolation,Hip Extension,Thoracic Extension,,Erector Spinae,Glutes,Hamstrings,Back Extension,,,
Clean,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Clean - Blocks,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Clean and Jerk,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,Shoulder Abduction,Glutes,Hamstrings,Deltoids,Barbell,,,
Clean Deadlift,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Clean Pull,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Clean Pull - Blocks,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Clean Shrug,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Deadlift,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Asymteric,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Blocks,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Blocks,,
Deadlift - Blocks - Clean Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Blocks,,
Deadlift - Blocks - Mixed Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Blocks,,
Deadlift - Blocks - Snatch Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Blocks,,
Deadlift - Low Pulley,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Low Pulley,,,
Deadlift - Clean,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Deficit,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Deficit - Clean Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Deficit - Mixed Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Deficit - Snatch Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Rack,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Safety Pins,,
Deadlift - Rack - Clean Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Safety Pins,,
Deadlift - Rack - Mixed Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Safety Pins,,
Deadlift - Rack - Snatch Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,Safety Pins,,
Deadlift - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Single-Leg - Clean Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Single-Leg - Mixed Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Smith Machine,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Smith Machine,,,
Deadlift - Smith Machine - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Smith Machine,,,
Deadlift - Snatch Grip,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Quadriceps,Barbell,,,
Deadlift - Trapbar,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Quadriceps,Hamstring,Trapbar,,,
Glute Ham Raise,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,GH Machine,,,
Glute Ham Raise - Exercise Ball,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Exercise Ball,,,
Glute Ham Raise - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,GH Machine,,,
Good Morning - Band,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Band,,,
Good morning - Barbell,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Good morning - Pins,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Barbell,Squat Rack,,
Good Morning - Pull Through,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Low Pulley,,,
Good morning - Seated,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Barbell,Seated,,
Glute Bridge,Lowerbody Pull,Isolation,Hip Extension,,,Glutes,Hamstring,,Bench,,,
Glute Bridge - Single-Leg,Lowerbody Pull,Isolation,Hip Extension,,,Glutes,Hamstring,,Bench,,,
Glute Kickback,Lowerbody Pull,Isolation,Hip Extension,,,Glutes,Hamstring,,Bodyweight,,,
Glute Kickback - Band - Single-Leg,Lowerbody Pull,Isolation,Hip Extension,,,Glutes,Hamstring,,Band,,,
Glute Kickback - Pulley,Lowerbody Pull,Isolation,Hip Extension,,,Glutes,Hamstring,,Pulley,,,
Glute Kickback - Pulley - Single-Leg,Lowerbody Pull,Isolation,Hip Extension,,,Glutes,Hamstring,,Pulley,,,
Hip Extension,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Bench,,,
Hip Extension - Band,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Band,Bench,,
Hip Extension - Barbell,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Barbell,Bench,,
Hip Extension - Barbell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Barbell,Bench,,
Hip Extension - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Bench,,,
Hip Thrust,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Bodyweight,,,
Hip Thrust - Barbell,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Barbell,,,
Hip Thrust - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Bodyweight,,,
Hang Clean,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Hang Clean - Below Knees,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Hang Snatch,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Hang Snatch - Below Knees,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Heaving Snatch Balance,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Hip Extension Knee Pull-in - Slide Board,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Exercise Ball,,,
Hip Extension Knee Pull-in - Swiss Ball,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,,Exercise Ball,,,
Kettlebell Swing,Lowerbody Pull,Functional,Hip Extension,,,Glutes,Hamstring,,Kettle Bell,,,
Knee Flexion - Supline,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Slide Board,,,
Knee Flexion - Supline - Single-Leg,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Slide Board,,,
Knee Flexion - Swiss Ball,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Exercise Ball,,,
Knee Flexion - Swiss Ball - Single-Leg,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Exercise Ball,,,
Leg Curl - Lying,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Lying Leg Curl,,,
Leg Curl - Lying - Single-Leg,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Lying Leg Curl,,,
Leg Curl - Seated,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Seated Leg Curl,,,
Leg Curl - Seated - Single-Leg,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Seated Leg Curl,,,
Leg Curl - Standing - Single-Leg,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Standing Leg Curl,,,
Mid-thigh Pull,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Quadriceps,Barbell,Squat Rack,,
Mid-thigh Pull - Isometric,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Quadriceps,Barbell,Squat Rack,,
Mid-thigh Pull - Isometric - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Quadriceps,Barbell,Squat Rack,,
Mid-thigh Pull - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Quadriceps,Barbell,Squat Rack,,
Nordic Hamstring Curls,Lowerbody Pull,Isolation,Knee Flexion,,,Hamstring,,,Bodyweight,,,
Power Clean,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Power Clean - Blocks,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Reverse Hyperextension,Lowerbody Pull,Compound,Hip Extension,Torso Extension,,Glutes,Hamstring,Erector Spinae,Reverse Hyper,,,
Reverse Hyperextension - Exercise Ball,Lowerbody Pull,Compound,Hip Extension,Torso Extension,,Glutes,Hamstring,Erector Spinae,Exercise Ball,,,
Romanian Deadlift,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Romanian Deadlift - Band - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Band,,,
Romanian Deadlift - Barbell - Deficit,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Romanian Deadlift - Barbell - Deficit - Snatch Grip,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Romanian Deadlift - Barbell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Romanian Deadlift - Dumbbell,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Dumbbell,,,
Romanian Deadlift - Dumbbell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Dumbbell,,,
Romanian Deadlift - Kettlebell,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Kettlebell,,,
Romanian Deadlift - Kettlebell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Kettlebell,,,
Romanian Deadlift - Smith Machine,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Smith Machine,,,
Romanian Deadlift - Smith Machine - Single-Leg,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Smith Machine,,,
Romanian Deadlift - Snatch Grip,Lowerbody Pull,Compound,Hip Extension,Knee Flexion,,Glutes,Hamstring,Erector Spinae,Smith Machine,,,
Snatch Deadlift,Lowerbody Pull,Olympic Lift,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Barbell,,,
Stiff-leg Deadlift - Band - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Band,,,
Stiff-leg Deadlift - Barbell,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Stiff-leg Deadlift - Barbell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Stiff-leg Deadlift - Dumbbell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Dumbbell,,,
Stiff-leg Deadlift - Kettlebell - Single-Leg,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Kettlebell,,,
Stiff-Leg Deadlift - Smith Machine,Lowerbody Pull,Compound,Hip Extension,,,Glutes,Hamstring,Erector Spinae,Smith Machine,,,
Sumo Deadlift - Barbell,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Erector Spinae,Barbell,,,
Sumo Deadlift - Landmine,Lowerbody Pull,Compound,Hip Extension,Knee Extension,,Glutes,Hamstring,Erector Spinae,Barbell,Landmine,,
Alien Squat,Lowerbody Push,Compound,Knee Extension,Hip Extension,,Quadriceps,Glutes,Hamstrings,Bodyweight,,,
Box Jump,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Box,,,
Box Jump - Front,Lowerbody Push,Plyometric,Hip Extension,Knee Extension,,Glutes,Hamstrings,Quadriceps,Box,,,
